created_on,source,industry
2017-08-04,Paid,Telecom
2017-08-04,Email,Telecom
2017-08-04,Referral,Finance
2017-08-04,Social,Telecom
2017-08-04,Email,Telecom
2017-08-04,Email,Telecom
2017-08-04,Paid,Finance
2017-08-04,Paid,Finance
2017-08-04,Email,Telecom
2017-08-04,Referral,Finance
2017-08-04,Paid,Telecom
2017-08-04,Referral,Finance
2017-08-04,Paid,Telecom
2017-08-04,Paid,Telecom
2017-08-04,Referral,Telecom
2017-08-04,Email,Finance
2017-08-04,Email,Finance
2017-08-04,Referral,Finance
2017-08-04,Social,IT
2017-08-04,Email,IT
2017-08-04,Organic,Health Care
2017-08-04,Paid,Retail/Entertainment
2017-08-04,Referral,Finance
2017-08-04,Paid,Telecom
2017-08-04,Email,Retail/Entertainment
2017-08-04,Paid,Telecom
2017-08-04,Email,IT
2017-08-04,Referral,Education
2017-08-04,Direct,Telecom
2017-08-04,Email,Telecom
2017-08-04,Email,Finance
2017-08-04,Referral,SaaS
2017-08-04,Paid,Telecom
2017-08-04,Email,Finance
2017-08-04,Referral,Finance
2017-08-04,Paid,IT
2017-08-04,Paid,Telecom
2017-08-04,Paid,Finance
2017-08-04,Email,Telecom
2017-08-04,Paid,Finance
2017-08-04,Social,Finance
2017-08-04,Direct,SaaS
2017-08-04,Referral,Finance
2017-08-04,Referral,IT
2017-08-04,Paid,Telecom
2017-08-04,Email,Finance
2017-08-04,Email,IT
2017-08-04,Referral,Finance
2017-08-04,Organic,IT
2017-08-04,Email,Finance
2017-08-04,Email,Health Care
2017-08-04,Referral,Finance
2017-08-04,Paid,Finance
2017-08-04,Paid,Telecom
2017-08-04,Paid,Telecom
2017-08-04,Paid,Telecom
2017-08-04,Social,Retail/Entertainment
2017-08-04,Paid,Telecom
2017-08-04,Paid,Telecom
2017-08-04,Social,SaaS
2017-08-04,Referral,IT
2017-08-04,Referral,Finance
2017-08-04,Direct,Telecom
2017-08-04,Paid,Telecom
2017-08-04,Paid,Telecom
2017-08-04,Paid,Telecom
2017-08-04,Paid,Finance
2017-08-04,Referral,Finance
2017-08-04,Referral,Telecom
2017-08-04,Email,Finance
2017-08-04,Paid,Telecom
2017-08-04,Email,Telecom
2017-08-04,Organic,SaaS
2017-08-04,Referral,Telecom
2017-08-04,Email,Finance
2017-08-04,Email,Telecom
2017-08-04,Email,Finance
2017-08-04,Referral,Telecom
2017-08-04,Paid,Finance
2017-08-04,Paid,Finance
2017-08-04,Paid,Telecom
2017-08-04,Social,Retail/Entertainment
2017-08-04,Paid,Telecom
2017-08-04,Paid,Finance
2017-08-04,Direct,IT
2017-08-04,Paid,Telecom
2017-08-04,Paid,SaaS
2017-08-04,Paid,Telecom
2017-08-04,Email,Telecom
2017-08-04,Paid,Telecom
2017-08-04,Email,Retail/Entertainment
2017-08-04,Email,Finance
2017-08-04,Social,Telecom
2017-08-04,Email,Telecom
2017-08-04,Paid,Telecom
2017-08-04,Email,Health Care
2017-08-04,Email,Finance
2017-08-04,Email,Finance
2017-08-04,Paid,Telecom
2017-08-04,Paid,IT
2017-08-04,Paid,Telecom
2017-08-04,Organic,SaaS
2017-08-04,Organic,Health Care
2017-08-04,Email,Finance
2017-08-04,Referral,Telecom
2017-08-04,Referral,Telecom
2017-08-04,Email,Telecom
2017-08-04,Referral,Telecom
2017-08-04,Referral,Finance
2017-08-04,Referral,Telecom
2017-08-04,Referral,Telecom
2017-08-04,Email,Telecom
2017-08-04,Email,Finance
2017-08-04,Referral,Telecom
2017-08-04,Paid,Telecom
2017-08-04,Paid,Telecom
2017-08-04,Paid,Finance
2017-08-04,Email,Telecom
2017-08-04,Paid,SaaS
2017-08-04,Paid,Finance
2017-08-04,Direct,SaaS
2017-08-04,Paid,Telecom
2017-08-04,Referral,Telecom
2017-08-04,Direct,Telecom
2017-08-04,Referral,Finance
2017-08-04,Paid,Retail/Entertainment
2017-08-04,Email,Telecom
2017-08-04,Paid,Finance
2017-08-04,Email,Finance
2017-08-04,Direct,SaaS
2017-08-04,Direct,Retail/Entertainment
2017-08-04,Referral,Telecom
2017-08-04,Paid,Finance
2017-08-04,Referral,Telecom
2017-08-04,Paid,Finance
2017-08-04,Paid,Telecom
2017-08-04,Social,Finance
2017-08-05,Email,Telecom
2017-08-05,Paid,Finance
2017-08-05,Direct,SaaS
2017-08-05,Paid,Finance
2017-08-05,Paid,Finance
2017-08-05,Referral,Telecom
2017-08-05,Paid,Finance
2017-08-05,Paid,Telecom
2017-08-05,Paid,Telecom
2017-08-05,Email,Finance
2017-08-05,Direct,IT
2017-08-05,Referral,Finance
2017-08-05,Paid,Telecom
2017-08-05,Paid,Finance
2017-08-05,Email,Finance
2017-08-05,Email,Finance
2017-08-05,Paid,Finance
2017-08-05,Paid,Telecom
2017-08-05,Direct,Retail/Entertainment
2017-08-05,Paid,Finance
2017-08-05,Social,Finance
2017-08-05,Email,Finance
2017-08-05,Paid,IT
2017-08-05,Paid,Finance
2017-08-05,Paid,Telecom
2017-08-05,Referral,Finance
2017-08-05,Paid,IT
2017-08-05,Paid,Finance
2017-08-05,Social,Retail/Entertainment
2017-08-05,Email,Telecom
2017-08-05,Referral,Finance
2017-08-05,Social,Telecom
2017-08-05,Referral,Finance
2017-08-05,Paid,Telecom
2017-08-05,Referral,Telecom
2017-08-05,Referral,Telecom
2017-08-05,Direct,SaaS
2017-08-05,Social,SaaS
2017-08-05,Paid,Telecom
2017-08-05,Paid,Telecom
2017-08-05,Paid,Telecom
2017-08-05,Email,Finance
2017-08-05,Paid,Telecom
2017-08-05,Email,Finance
2017-08-05,Paid,Finance
2017-08-05,Referral,IT
2017-08-05,Direct,IT
2017-08-05,Paid,Finance
2017-08-05,Paid,IT
2017-08-05,Paid,Telecom
2017-08-05,Referral,Finance
2017-08-05,Paid,Telecom
2017-08-05,Paid,Finance
2017-08-05,Referral,Telecom
2017-08-05,Paid,Telecom
2017-08-05,Email,Finance
2017-08-05,Paid,Finance
2017-08-05,Referral,Finance
2017-08-05,Direct,Retail/Entertainment
2017-08-05,Email,Finance
2017-08-05,Paid,SaaS
2017-08-05,Social,Retail/Entertainment
2017-08-05,Paid,Finance
2017-08-05,Direct,IT
2017-08-05,Paid,Finance
2017-08-05,Referral,SaaS
2017-08-05,Paid,SaaS
2017-08-05,Email,Telecom
2017-08-05,Email,Finance
2017-08-05,Paid,Finance
2017-08-05,Referral,Telecom
2017-08-05,Paid,Telecom
2017-08-05,Direct,Telecom
2017-08-05,Paid,Telecom
2017-08-05,Email,Finance
2017-08-05,Email,Finance
2017-08-05,Referral,Finance
2017-08-05,Paid,Finance
2017-08-05,Referral,Finance
2017-08-05,Social,Telecom
2017-08-05,Organic,IT
2017-08-05,Direct,Telecom
2017-08-05,Organic,Retail/Entertainment
2017-08-05,Social,Telecom
2017-08-05,Email,Education
2017-08-05,Email,Finance
2017-08-05,Email,Finance
2017-08-05,Direct,Telecom
2017-08-05,Organic,Finance
2017-08-05,Paid,Finance
2017-08-05,Paid,Finance
2017-08-05,Paid,Finance
2017-08-05,Paid,Telecom
2017-08-05,Social,IT
2017-08-05,Email,Finance
2017-08-05,Email,Telecom
2017-08-05,Social,Telecom
2017-08-05,Referral,Telecom
2017-08-05,Paid,Telecom
2017-08-05,Referral,Telecom
2017-08-05,Email,Finance
2017-08-05,Email,Finance
2017-08-05,Direct,Retail/Entertainment
2017-08-05,Email,Telecom
2017-08-05,Email,Telecom
2017-08-05,Paid,Telecom
2017-08-05,Referral,Telecom
2017-08-05,Referral,Finance
2017-08-05,Paid,Finance
2017-08-05,Direct,IT
2017-08-05,Social,Telecom
2017-08-05,Referral,Finance
2017-08-05,Paid,Finance
2017-08-05,Referral,Telecom
2017-08-05,Paid,Telecom
2017-08-05,Paid,Telecom
2017-08-05,Email,Finance
2017-08-05,Email,Telecom
2017-08-05,Paid,Finance
2017-08-05,Paid,Telecom
2017-08-05,Paid,Finance
2017-08-05,Referral,IT
2017-08-05,Email,Telecom
2017-08-05,Email,Finance
2017-08-05,Social,Telecom
2017-08-05,Social,Finance
2017-08-05,Paid,Finance
2017-08-05,Referral,Telecom
2017-08-05,Paid,Finance
2017-08-05,Email,Telecom
2017-08-05,Paid,Finance
2017-08-05,Referral,Finance
2017-08-05,Paid,Finance
2017-08-05,Referral,Telecom
2017-08-05,Email,Telecom
2017-08-05,Paid,Telecom
2017-08-05,Paid,Finance
2017-08-05,Email,Telecom
2017-08-05,Paid,Finance
2017-08-05,Email,Finance
2017-08-05,Email,Telecom
2017-08-05,Paid,Finance
2017-08-05,Direct,Retail/Entertainment
2017-08-05,Paid,Telecom
2017-08-05,Social,Telecom
2017-08-05,Referral,Finance
2017-08-05,Referral,IT
2017-08-05,Referral,Finance
2017-08-05,Referral,IT
2017-08-05,Email,Telecom
2017-08-05,Paid,Telecom
2017-08-05,Paid,Telecom
2017-08-05,Email,Finance
2017-08-05,Referral,Education
2017-08-05,Paid,Retail/Entertainment
2017-08-05,Referral,Telecom
2017-08-05,Email,Finance
2017-08-05,Paid,Telecom
2017-08-05,Email,Telecom
2017-08-05,Referral,Finance
2017-08-05,Email,Telecom
2017-08-05,Paid,Telecom
2017-08-05,Direct,Education
2017-08-05,Paid,Telecom
2017-08-05,Paid,Finance
2017-08-05,Referral,Finance
2017-08-05,Referral,SaaS
2017-08-05,Organic,SaaS
2017-08-05,Paid,Telecom
2017-08-05,Referral,Finance
2017-08-05,Referral,Telecom
2017-08-05,Paid,Finance
2017-08-05,Email,Finance
2017-08-05,Paid,Finance
2017-08-05,Email,Health Care
2017-08-05,Social,Finance
2017-08-05,Email,Finance
2017-08-05,Direct,Finance
2017-08-05,Referral,Health Care
2017-08-05,Referral,Telecom
2017-08-05,Social,Telecom
2017-08-05,Referral,Retail/Entertainment
2017-08-05,Referral,IT
2017-08-05,Social,IT
2017-08-05,Paid,Telecom
2017-08-05,Paid,Telecom
2017-08-05,Referral,Telecom
2017-08-05,Paid,Telecom
2017-08-05,Paid,Finance
2017-08-05,Paid,Telecom
2017-08-05,Paid,Finance
2017-08-05,Paid,Telecom
2017-08-05,Referral,Telecom
2017-08-05,Paid,Finance
2017-08-05,Email,Education
2017-08-05,Paid,Finance
2017-08-05,Organic,Education
2017-08-05,Paid,Health Care
2017-08-05,Social,Finance
2017-08-05,Paid,Telecom
2017-08-05,Paid,Telecom
2017-08-05,Social,Education
2017-08-05,Referral,Finance
2017-08-05,Paid,Telecom
2017-08-05,Paid,Finance
2017-08-05,Direct,SaaS
2017-08-05,Paid,Telecom
2017-08-05,Referral,Telecom
2017-08-05,Paid,Telecom
2017-08-05,Referral,Finance
2017-08-05,Social,Finance
2017-08-05,Social,Health Care
2017-08-05,Social,Retail/Entertainment
2017-08-05,Direct,SaaS
2017-08-05,Referral,Finance
2017-08-05,Organic,Finance
2017-08-05,Paid,Telecom
2017-08-05,Email,Finance
2017-08-05,Paid,Finance
2017-08-05,Referral,Finance
2017-08-05,Email,Telecom
2017-08-05,Paid,Telecom
2017-08-05,Paid,Telecom
2017-08-05,Email,Finance
2017-08-05,Paid,Telecom
2017-08-05,Email,Finance
2017-08-05,Email,Finance
2017-08-05,Organic,Health Care
2017-08-05,Referral,Finance
2017-08-05,Paid,Telecom
2017-08-05,Referral,Finance
2017-08-05,Paid,IT
2017-08-05,Email,Education
2017-08-05,Social,Retail/Entertainment
2017-08-05,Paid,IT
2017-08-05,Email,Telecom
2017-08-05,Paid,Telecom
2017-08-05,Email,Finance
2017-08-05,Email,Finance
2017-08-05,Paid,Telecom
2017-08-06,Email,Telecom
2017-08-06,Paid,Finance
2017-08-06,Email,Finance
2017-08-06,Paid,Finance
2017-08-06,Paid,Telecom
2017-08-06,Organic,Retail/Entertainment
2017-08-06,Email,Finance
2017-08-06,Paid,Telecom
2017-08-06,Paid,Telecom
2017-08-06,Referral,Telecom
2017-08-06,Paid,Telecom
2017-08-06,Email,Telecom
2017-08-06,Referral,SaaS
2017-08-06,Email,Finance
2017-08-06,Paid,Finance
2017-08-06,Referral,Finance
2017-08-06,Direct,IT
2017-08-06,Email,Finance
2017-08-06,Email,Telecom
2017-08-06,Email,IT
2017-08-06,Direct,SaaS
2017-08-06,Referral,Telecom
2017-08-06,Referral,Finance
2017-08-06,Paid,Finance
2017-08-06,Email,Finance
2017-08-06,Email,Retail/Entertainment
2017-08-06,Email,Finance
2017-08-06,Paid,Finance
2017-08-06,Referral,Telecom
2017-08-06,Referral,Finance
2017-08-06,Paid,Finance
2017-08-06,Email,Telecom
2017-08-06,Referral,Finance
2017-08-06,Email,Finance
2017-08-06,Email,Finance
2017-08-06,Email,Finance
2017-08-06,Paid,Education
2017-08-06,Email,Telecom
2017-08-06,Referral,Telecom
2017-08-06,Email,Telecom
2017-08-06,Social,Finance
2017-08-06,Organic,Telecom
2017-08-06,Referral,Telecom
2017-08-06,Paid,Telecom
2017-08-06,Email,Finance
2017-08-06,Email,Health Care
2017-08-06,Paid,Telecom
2017-08-06,Referral,Finance
2017-08-06,Referral,Telecom
2017-08-06,Organic,IT
2017-08-06,Paid,Telecom
2017-08-06,Referral,Health Care
2017-08-06,Referral,Retail/Entertainment
2017-08-06,Referral,Telecom
2017-08-06,Organic,Finance
2017-08-06,Paid,Retail/Entertainment
2017-08-06,Paid,Health Care
2017-08-06,Paid,Retail/Entertainment
2017-08-06,Social,Health Care
2017-08-06,Paid,Finance
2017-08-06,Email,Finance
2017-08-06,Referral,IT
2017-08-06,Referral,Finance
2017-08-06,Paid,Telecom
2017-08-06,Email,Telecom
2017-08-06,Email,Telecom
2017-08-06,Organic,SaaS
2017-08-06,Paid,Finance
2017-08-06,Referral,Finance
2017-08-06,Paid,Education
2017-08-06,Referral,Telecom
2017-08-06,Referral,Finance
2017-08-06,Paid,Telecom
2017-08-06,Referral,Telecom
2017-08-06,Referral,Finance
2017-08-06,Referral,Telecom
2017-08-06,Referral,Telecom
2017-08-06,Direct,Finance
2017-08-06,Referral,Finance
2017-08-06,Social,Telecom
2017-08-06,Direct,IT
2017-08-06,Email,Telecom
2017-08-06,Referral,Telecom
2017-08-06,Referral,Finance
2017-08-06,Paid,Finance
2017-08-06,Organic,Retail/Entertainment
2017-08-06,Paid,Finance
2017-08-06,Email,Retail/Entertainment
2017-08-06,Email,Telecom
2017-08-06,Paid,Finance
2017-08-06,Paid,Telecom
2017-08-06,Referral,Finance
2017-08-06,Paid,Telecom
2017-08-06,Referral,Finance
2017-08-06,Referral,IT
2017-08-06,Referral,Finance
2017-08-06,Paid,Telecom
2017-08-06,Referral,Finance
2017-08-06,Email,Finance
2017-08-06,Email,Telecom
2017-08-06,Email,Finance
2017-08-06,Referral,Telecom
2017-08-06,Referral,Finance
2017-08-06,Paid,Finance
2017-08-06,Organic,SaaS
2017-08-06,Social,Telecom
2017-08-06,Referral,Telecom
2017-08-06,Referral,Finance
2017-08-06,Paid,Telecom
2017-08-06,Paid,Finance
2017-08-06,Paid,Telecom
2017-08-06,Paid,Finance
2017-08-06,Paid,Health Care
2017-08-06,Direct,Retail/Entertainment
2017-08-06,Email,Telecom
2017-08-06,Paid,Telecom
2017-08-06,Referral,Telecom
2017-08-06,Referral,Finance
2017-08-06,Paid,Finance
2017-08-06,Email,Telecom
2017-08-06,Paid,Telecom
2017-08-06,Referral,Finance
2017-08-06,Referral,Telecom
2017-08-06,Paid,Finance
2017-08-06,Email,Telecom
2017-08-06,Email,Finance
2017-08-06,Paid,Telecom
2017-08-06,Paid,Finance
2017-08-06,Email,Telecom
2017-08-06,Paid,IT
2017-08-06,Organic,SaaS
2017-08-06,Paid,Retail/Entertainment
2017-08-06,Social,Health Care
2017-08-06,Referral,Finance
2017-08-06,Email,Telecom
2017-08-06,Organic,IT
2017-08-06,Paid,Telecom
2017-08-06,Referral,Retail/Entertainment
2017-08-06,Paid,Telecom
2017-08-06,Paid,Finance
2017-08-06,Email,Finance
2017-08-06,Paid,Telecom
2017-08-06,Email,Finance
2017-08-06,Paid,Finance
2017-08-06,Email,Finance
2017-08-06,Paid,Finance
2017-08-06,Email,Finance
2017-08-06,Paid,Telecom
2017-08-06,Referral,Finance
2017-08-06,Direct,Retail/Entertainment
2017-08-06,Referral,Telecom
2017-08-06,Paid,Telecom
2017-08-06,Paid,Finance
2017-08-06,Referral,Telecom
2017-08-06,Referral,Finance
2017-08-06,Paid,Finance
2017-08-06,Paid,Finance
2017-08-06,Referral,Finance
2017-08-06,Social,SaaS
2017-08-06,Direct,Health Care
2017-08-06,Email,Telecom
2017-08-06,Email,Finance
2017-08-06,Email,Finance
2017-08-06,Direct,Telecom
2017-08-06,Organic,Retail/Entertainment
2017-08-06,Email,SaaS
2017-08-06,Paid,Finance
2017-08-06,Email,IT
2017-08-06,Paid,Telecom
2017-08-06,Email,Telecom
2017-08-07,Paid,Telecom
2017-08-07,Direct,Retail/Entertainment
2017-08-07,Paid,Telecom
2017-08-07,Paid,Telecom
2017-08-07,Paid,Telecom
2017-08-07,Referral,Finance
2017-08-07,Paid,Telecom
2017-08-07,Email,Telecom
2017-08-07,Paid,Finance
2017-08-07,Email,Telecom
2017-08-07,Email,Finance
2017-08-07,Social,Telecom
2017-08-07,Email,Retail/Entertainment
2017-08-07,Paid,Finance
2017-08-07,Paid,Telecom
2017-08-07,Paid,Finance
2017-08-07,Paid,Telecom
2017-08-07,Direct,IT
2017-08-07,Organic,Education
2017-08-07,Direct,Telecom
2017-08-07,Social,Retail/Entertainment
2017-08-07,Referral,Telecom
2017-08-07,Referral,Finance
2017-08-07,Referral,Finance
2017-08-07,Paid,Finance
2017-08-07,Email,Finance
2017-08-07,Paid,Telecom
2017-08-07,Referral,Finance
2017-08-07,Organic,SaaS
2017-08-07,Paid,Telecom
2017-08-07,Email,Telecom
2017-08-07,Direct,IT
2017-08-07,Direct,Education
2017-08-07,Email,Telecom
2017-08-07,Referral,IT
2017-08-07,Paid,Finance
2017-08-07,Email,Telecom
2017-08-07,Paid,Telecom
2017-08-07,Social,Retail/Entertainment
2017-08-07,Referral,Finance
2017-08-07,Paid,Finance
2017-08-07,Email,Telecom
2017-08-07,Paid,Telecom
2017-08-07,Referral,Finance
2017-08-07,Referral,Finance
2017-08-07,Email,Retail/Entertainment
2017-08-07,Email,Finance
2017-08-07,Referral,Finance
2017-08-07,Organic,IT
2017-08-07,Email,Retail/Entertainment
2017-08-07,Referral,Finance
2017-08-07,Email,IT
2017-08-07,Referral,Telecom
2017-08-07,Email,Finance
2017-08-07,Direct,Retail/Entertainment
2017-08-07,Referral,Finance
2017-08-07,Email,Telecom
2017-08-07,Paid,Finance
2017-08-07,Organic,SaaS
2017-08-07,Paid,Telecom
2017-08-07,Referral,Telecom
2017-08-07,Referral,Finance
2017-08-07,Email,Finance
2017-08-07,Email,Telecom
2017-08-07,Direct,Telecom
2017-08-07,Paid,Finance
2017-08-07,Email,Retail/Entertainment
2017-08-07,Direct,Retail/Entertainment
2017-08-07,Referral,Telecom
2017-08-07,Referral,Telecom
2017-08-07,Paid,SaaS
2017-08-07,Social,Finance
2017-08-07,Email,Finance
2017-08-07,Paid,Telecom
2017-08-07,Paid,Finance
2017-08-07,Paid,Finance
2017-08-07,Direct,Telecom
2017-08-07,Paid,Finance
2017-08-07,Paid,Health Care
2017-08-07,Paid,Finance
2017-08-07,Email,Telecom
2017-08-07,Social,Telecom
2017-08-07,Referral,Telecom
2017-08-07,Paid,Telecom
2017-08-07,Email,Finance
2017-08-07,Paid,Telecom
2017-08-07,Email,Telecom
2017-08-07,Email,Finance
2017-08-07,Organic,Health Care
2017-08-07,Email,Finance
2017-08-07,Paid,Telecom
2017-08-07,Paid,Telecom
2017-08-07,Email,Finance
2017-08-07,Email,Retail/Entertainment
2017-08-07,Direct,Retail/Entertainment
2017-08-07,Paid,Telecom
2017-08-07,Social,Retail/Entertainment
2017-08-07,Social,Telecom
2017-08-07,Organic,SaaS
2017-08-07,Referral,SaaS
2017-08-07,Referral,Finance
2017-08-07,Referral,Finance
2017-08-07,Paid,Finance
2017-08-07,Paid,Telecom
2017-08-07,Paid,Finance
2017-08-07,Referral,Telecom
2017-08-07,Email,Finance
2017-08-07,Direct,Retail/Entertainment
2017-08-07,Paid,Telecom
2017-08-07,Direct,IT
2017-08-07,Email,Finance
2017-08-07,Paid,Finance
2017-08-07,Paid,Finance
2017-08-07,Referral,Finance
2017-08-07,Referral,Telecom
2017-08-07,Referral,Finance
2017-08-07,Paid,Finance
2017-08-07,Social,IT
2017-08-07,Email,Finance
2017-08-07,Paid,Finance
2017-08-07,Referral,Finance
2017-08-07,Email,Finance
2017-08-07,Referral,SaaS
2017-08-07,Email,Telecom
2017-08-07,Referral,SaaS
2017-08-07,Paid,Finance
2017-08-07,Referral,Telecom
2017-08-07,Direct,Finance
2017-08-07,Direct,SaaS
2017-08-07,Paid,Finance
2017-08-07,Email,Telecom
2017-08-07,Email,Telecom
2017-08-07,Paid,Telecom
2017-08-07,Paid,Finance
2017-08-07,Organic,SaaS
2017-08-07,Email,Telecom
2017-08-07,Paid,Health Care
2017-08-07,Social,IT
2017-08-07,Referral,Telecom
2017-08-07,Email,Telecom
2017-08-07,Email,Telecom
2017-08-07,Referral,Finance
2017-08-07,Paid,IT
2017-08-07,Referral,Telecom
2017-08-07,Referral,Telecom
2017-08-07,Email,Telecom
2017-08-07,Paid,Finance
2017-08-07,Paid,Telecom
2017-08-07,Direct,SaaS
2017-08-07,Email,Retail/Entertainment
2017-08-07,Referral,Finance
2017-08-07,Paid,Telecom
2017-08-07,Email,Telecom
2017-08-07,Email,Telecom
2017-08-07,Paid,Telecom
2017-08-07,Referral,Finance
2017-08-07,Paid,SaaS
2017-08-07,Referral,Finance
2017-08-07,Email,Finance
2017-08-07,Paid,Finance
2017-08-07,Direct,SaaS
2017-08-07,Referral,Telecom
2017-08-07,Email,Finance
2017-08-07,Paid,IT
2017-08-07,Referral,SaaS
2017-08-07,Paid,Finance
2017-08-07,Paid,Finance
2017-08-07,Direct,Finance
2017-08-07,Paid,Telecom
2017-08-07,Email,Finance
2017-08-07,Referral,Telecom
2017-08-07,Email,Finance
2017-08-07,Email,Finance
2017-08-07,Referral,IT
2017-08-07,Paid,Telecom
2017-08-07,Referral,Telecom
2017-08-07,Referral,Finance
2017-08-07,Organic,Education
2017-08-07,Organic,Telecom
2017-08-07,Paid,Telecom
2017-08-07,Paid,Retail/Entertainment
2017-08-07,Paid,Telecom
2017-08-07,Email,Finance
2017-08-07,Email,Health Care
2017-08-07,Referral,Telecom
2017-08-07,Email,Telecom
2017-08-07,Paid,SaaS
2017-08-07,Email,Telecom
2017-08-07,Referral,Telecom
2017-08-08,Referral,Telecom
2017-08-08,Paid,Telecom
2017-08-08,Email,Finance
2017-08-08,Paid,Telecom
2017-08-08,Organic,Telecom
2017-08-08,Referral,Telecom
2017-08-08,Referral,Telecom
2017-08-08,Social,Telecom
2017-08-08,Social,Telecom
2017-08-08,Social,Telecom
2017-08-08,Organic,IT
2017-08-08,Referral,Finance
2017-08-08,Referral,Finance
2017-08-08,Paid,Finance
2017-08-08,Referral,Telecom
2017-08-08,Referral,Finance
2017-08-08,Paid,Telecom
2017-08-08,Paid,Retail/Entertainment
2017-08-08,Referral,Finance
2017-08-08,Organic,SaaS
2017-08-08,Paid,Telecom
2017-08-08,Paid,Telecom
2017-08-08,Paid,Telecom
2017-08-08,Paid,Telecom
2017-08-08,Referral,Telecom
2017-08-08,Referral,Telecom
2017-08-08,Referral,Telecom
2017-08-08,Referral,Finance
2017-08-08,Paid,Finance
2017-08-08,Paid,Finance
2017-08-08,Paid,Telecom
2017-08-08,Referral,Telecom
2017-08-08,Email,Telecom
2017-08-08,Referral,Telecom
2017-08-08,Referral,Finance
2017-08-08,Referral,Finance
2017-08-08,Paid,Telecom
2017-08-08,Email,Finance
2017-08-08,Email,Telecom
2017-08-08,Paid,Telecom
2017-08-08,Paid,Finance
2017-08-08,Paid,Telecom
2017-08-08,Direct,SaaS
2017-08-08,Organic,SaaS
2017-08-08,Paid,Telecom
2017-08-08,Social,Telecom
2017-08-08,Email,Finance
2017-08-08,Email,Telecom
2017-08-08,Paid,Finance
2017-08-08,Email,IT
2017-08-08,Email,Education
2017-08-08,Email,Telecom
2017-08-08,Paid,Telecom
2017-08-08,Social,Telecom
2017-08-08,Email,Telecom
2017-08-08,Paid,Finance
2017-08-08,Referral,Finance
2017-08-08,Email,Finance
2017-08-08,Email,Finance
2017-08-08,Email,Telecom
2017-08-08,Organic,SaaS
2017-08-08,Social,IT
2017-08-08,Direct,Telecom
2017-08-08,Referral,Telecom
2017-08-08,Email,Telecom
2017-08-08,Organic,Health Care
2017-08-08,Email,Finance
2017-08-08,Referral,Finance
2017-08-08,Email,Telecom
2017-08-08,Paid,Retail/Entertainment
2017-08-08,Direct,Telecom
2017-08-08,Referral,Telecom
2017-08-08,Paid,SaaS
2017-08-08,Referral,Telecom
2017-08-08,Direct,Health Care
2017-08-08,Email,Education
2017-08-08,Referral,Telecom
2017-08-08,Email,IT
2017-08-08,Paid,Telecom
2017-08-08,Paid,Telecom
2017-08-08,Paid,Retail/Entertainment
2017-08-08,Paid,Telecom
2017-08-08,Social,Telecom
2017-08-08,Paid,Telecom
2017-08-08,Email,Finance
2017-08-08,Email,Finance
2017-08-08,Organic,SaaS
2017-08-08,Email,Finance
2017-08-08,Paid,Telecom
2017-08-08,Paid,Telecom
2017-08-08,Paid,Telecom
2017-08-08,Referral,Telecom
2017-08-08,Paid,Telecom
2017-08-08,Email,Finance
2017-08-08,Direct,Retail/Entertainment
2017-08-08,Paid,Telecom
2017-08-08,Organic,SaaS
2017-08-08,Paid,Telecom
2017-08-08,Email,Finance
2017-08-08,Paid,Finance
2017-08-08,Paid,Health Care
2017-08-08,Social,Retail/Entertainment
2017-08-08,Referral,Telecom
2017-08-08,Referral,Finance
2017-08-08,Social,Telecom
2017-08-08,Paid,Telecom
2017-08-08,Paid,Telecom
2017-08-08,Paid,Telecom
2017-08-08,Paid,Telecom
2017-08-08,Email,Finance
2017-08-08,Social,IT
2017-08-08,Email,Telecom
2017-08-08,Email,Finance
2017-08-08,Referral,Telecom
2017-08-08,Referral,IT
2017-08-08,Paid,Finance
2017-08-08,Referral,Finance
2017-08-08,Email,Finance
2017-08-08,Referral,Finance
2017-08-08,Paid,Finance
2017-08-08,Paid,Finance
2017-08-08,Paid,Telecom
2017-08-08,Referral,Finance
2017-08-08,Email,Finance
2017-08-08,Email,Retail/Entertainment
2017-08-08,Paid,Finance
2017-08-08,Email,Finance
2017-08-08,Email,Telecom
2017-08-08,Paid,Finance
2017-08-08,Direct,IT
2017-08-08,Paid,Telecom
2017-08-08,Direct,IT
2017-08-08,Paid,Telecom
2017-08-08,Paid,Telecom
2017-08-08,Social,Telecom
2017-08-08,Referral,Health Care
2017-08-08,Email,Finance
2017-08-08,Email,Telecom
2017-08-08,Email,Telecom
2017-08-08,Paid,SaaS
2017-08-08,Paid,Finance
2017-08-08,Email,Telecom
2017-08-08,Referral,IT
2017-08-08,Organic,SaaS
2017-08-08,Referral,Retail/Entertainment
2017-08-08,Email,Finance
2017-08-08,Referral,SaaS
2017-08-08,Social,Health Care
2017-08-08,Paid,SaaS
2017-08-08,Email,SaaS
2017-08-08,Email,Telecom
2017-08-08,Direct,IT
2017-08-08,Paid,Finance
2017-08-08,Paid,Telecom
2017-08-08,Referral,Finance
2017-08-08,Email,Finance
2017-08-08,Organic,IT
2017-08-08,Email,Finance
2017-08-08,Paid,Finance
2017-08-08,Organic,Telecom
2017-08-08,Email,Finance
2017-08-08,Referral,IT
2017-08-08,Email,Finance
2017-08-08,Referral,Telecom
2017-08-08,Paid,Telecom
2017-08-08,Organic,Education
2017-08-08,Organic,SaaS
2017-08-08,Email,Finance
2017-08-08,Paid,Telecom
2017-08-08,Direct,Education
